id,name,banned,results,datetested,trigger,results2,datetested2,translation
750,出租车+填表,,260,2014-05-11 13:07:09 UTC,,3093,2014-11-03 23:20:32 UTC,taxi + fill out a form
751,出租车+长安街,,133491,2014-05-11 13:07:33 UTC,,21653,2014-11-03 23:21:19 UTC,taxi + Chang'an Avenue
752,封闭车窗,,88994,2014-05-11 13:07:57 UTC,,61867,2014-11-03 23:22:06 UTC,seal off a car window
753,出租车+窗,,74178,2014-05-11 13:08:21 UTC,,101053,2014-11-03 23:22:57 UTC,taxi + window
754,公交车+窗,,404,2014-05-11 13:08:45 UTC,,305377,2014-11-03 23:23:46 UTC,bus + window
755,石八大,,129,2014-05-11 13:09:08 UTC,,589,2014-11-03 23:24:13 UTC,stone eight big
756,石巴大,1,-1,2014-05-11 13:10:45 UTC,石巴大,0,2014-11-03 23:26:07 UTC,stone bar big
757,斯巴达,,5608651,2014-05-11 13:11:09 UTC,,3342610,2014-11-03 23:26:51 UTC,Sparta
758,斯巴大,,3372,2014-05-11 13:11:33 UTC,,24777,2014-11-03 23:27:38 UTC,Sparbig
759,屎吧嗒,1,-1,2014-05-11 13:13:09 UTC,屎吧嗒,0,2014-11-03 23:28:22 UTC,shit smack
760,屎粑大,1,-1,2014-05-11 13:14:44 UTC,屎粑大,0,2014-11-03 23:29:03 UTC,the shit cake is big
761,思八达,,388958,2014-05-11 13:15:08 UTC,,299038,2014-11-03 23:29:52 UTC,think eight arrive
762,丝八大,,6,2014-05-11 13:15:32 UTC,,35,2014-11-03 23:30:38 UTC,thread eight big
763,丝巴大,,1,2014-05-11 13:15:56 UTC,,7,2014-11-03 23:31:21 UTC,thread bar big
764,撕八大,1,-1,2014-05-11 13:17:33 UTC,撕八大,0,2014-11-03 23:32:01 UTC,tear eight big
765,撕巴大,1,-1,2014-05-11 13:19:08 UTC,撕巴大,0,2014-11-03 23:32:41 UTC,tear bar big
766,死八大,1,-1,2014-05-11 13:20:45 UTC,死八大,0,2014-11-03 23:33:15 UTC,die eight big
767,死巴大,1,-1,2014-05-11 13:22:24 UTC,死巴大,0,2014-11-03 23:33:35 UTC,die bar big
768,范徐丽泰,,118657,2014-05-11 13:22:48 UTC,,52599,2014-11-03 23:33:57 UTC,Rita Fan
769,2.7b,,78,2014-05-11 13:23:12 UTC,,390,2014-11-03 23:34:21 UTC,2.7b
770,27+美元,,514,2014-05-11 13:23:40 UTC,,1341238,2014-11-03 23:34:44 UTC,27 + U.S. dollars
771,王卫东,1,-1,2014-05-11 13:25:17 UTC,王卫东,0,2014-11-03 23:35:06 UTC,Wang Weidong
772,白涛,,40,2014-05-11 13:25:42 UTC,,94919,2014-11-03 23:35:31 UTC,Bai Tao
773,纽时,,1064625,2014-05-11 13:26:07 UTC,,89765,2014-11-03 23:35:53 UTC,Niu Shi
774,扭腰times,1,-1,2014-05-11 13:27:19 UTC,扭腰times,0,2014-11-03 23:36:14 UTC,Twisttimes
775,刘奇,,393,2014-05-11 13:27:43 UTC,,200282,2014-11-03 23:36:38 UTC,Liu Ji
776,王辉忠,,64273,2014-05-11 13:28:07 UTC,,32000,2014-11-03 23:37:03 UTC,Wang Huizhong
777,宁波+大学生,,797750,2014-05-11 13:28:31 UTC,,525046,2014-11-03 23:37:31 UTC,Ningbo + college student
778,宁波+追悼会,,144,2014-05-11 13:28:55 UTC,,9279,2014-11-03 23:38:19 UTC,Ningbo + memorial service
779,宁波+公安局+王伟标,,52,2014-05-11 13:29:18 UTC,,1422,2014-11-03 23:39:08 UTC,Ningbo + Public Security Bureau + Wang Weibiao
780,市长刘奇,,164801,2014-05-11 13:29:42 UTC,,109460,2014-11-03 23:39:55 UTC,Mayor Liu Ji
781,天一广场,,660,2014-05-11 13:30:06 UTC,,363131,2014-11-03 23:40:46 UTC,Tianyi Square
782,wen+亿,,16481,2014-05-11 13:30:30 UTC,,26809,2014-11-03 23:41:34 UTC,wen + hundred million
783,wen+纽约,,525,2014-05-11 13:30:54 UTC,,17530,2014-11-03 23:42:27 UTC,wen + New York
784,wen+家人,,51090,2014-05-11 13:31:18 UTC,,32994,2014-11-03 23:43:15 UTC,wen + family
785,wen+财产,,45,2014-05-11 13:31:43 UTC,,87,2014-11-03 23:45:22 UTC,wen + assets
786,wen+财富,,337,2014-05-11 13:32:06 UTC,,6186,2014-11-03 23:45:53 UTC,wen + wealth
787,总理+家人,,133490,2014-05-11 13:32:30 UTC,,92805,2014-11-03 23:46:18 UTC,prime minister + family
788,总理+家族,1,-1,2014-05-11 13:33:43 UTC,总理家族,0,2014-11-03 23:46:40 UTC,prime minister + family
789,总理+财产,1,-1,2014-05-11 13:34:55 UTC,总理财产,0,2014-11-03 23:47:00 UTC,prime minister + assets
790,镇海,,4023423,2014-05-11 13:35:19 UTC,,2914079,2014-11-03 23:47:24 UTC,Zhenhai
791,PX,,9764495,2014-05-11 13:35:43 UTC,,6005899,2014-11-03 23:47:48 UTC,PX (paraxylene)
792,我们要生存 我们要吃饭,1,-1,2014-05-11 13:38:31 UTC,我们要吃饭,0,2014-11-03 23:48:10 UTC,"We want to survive, we want to get by"
793,催泪弹,,3665902,2014-05-11 13:38:56 UTC,,1985546,2014-11-03 23:48:30 UTC,tear gas
794,集体上访,1,-1,2014-05-11 13:40:09 UTC,集体上访,0,2014-11-03 23:48:51 UTC,collectively petition officials
795,宁波+散步,,153268,2014-05-11 13:40:33 UTC,,130980,2014-11-03 23:49:15 UTC,Ningbo + take a walk
796,莺歌海,,262037,2014-05-11 13:40:57 UTC,,120635,2014-11-03 23:49:39 UTC,Yinggehai
797,赵连海,,950,2014-05-11 13:41:22 UTC,,6186,2014-11-03 23:50:04 UTC,Zhao Lianhai
798,樊奇杭,,843,2014-05-11 13:41:45 UTC,,17528,2014-11-03 23:50:29 UTC,Fan Qihang
799,纽约时报,,8720366,2014-05-11 13:42:09 UTC,,5203967,2014-11-03 23:50:53 UTC,New York Times
800,纽约SB,1,-1,2014-05-11 13:43:23 UTC,纽约SB,0,2014-11-03 23:51:15 UTC,New York SB
801,扭腰时报,,29683,2014-05-11 13:43:47 UTC,,15468,2014-11-03 23:51:38 UTC,Twist Times
802,NY,,6156620,2014-05-11 13:44:11 UTC,,4887692,2014-11-03 23:52:03 UTC,NY
803,New York Times,,219220,2014-05-11 13:44:36 UTC,,124824,2014-11-03 23:52:29 UTC,New York Times
804,27亿,,569,2014-05-11 13:45:00 UTC,,291144,2014-11-03 23:52:54 UTC,2.7 billion
805,温+财产,,242323,2014-05-11 13:45:24 UTC,,105190,2014-11-03 23:53:18 UTC,Wen + assets
806,温+财富,,98,2014-05-11 13:45:48 UTC,,101049,2014-11-03 23:53:43 UTC,Wen + wealth
807,温+家族,,514,2014-05-11 13:46:12 UTC,,223232,2014-11-03 23:54:22 UTC,Wen + family
808,温+总理,,327,2014-05-11 13:46:36 UTC,,1455906,2014-11-03 23:55:11 UTC,Wen + prime minister
809,温宝,,19780,2014-05-11 13:47:00 UTC,,26859,2014-11-03 23:56:03 UTC,Wen treasure
810,温党,1,-1,2014-05-11 13:48:13 UTC,温党,0,2014-11-03 23:56:47 UTC,Wen Party
811,温帝,,18129,2014-05-11 13:48:37 UTC,,6902,2014-11-03 23:57:38 UTC,Wen Emperor
812,影帝,,18720703,2014-05-11 13:49:01 UTC,,2585179,2014-11-03 23:58:27 UTC,movie star
813,温夫人,,47793,2014-05-11 13:49:25 UTC,,23718,2014-11-03 23:59:17 UTC,Lady Wen
814,温+钻石女王,1,-1,2014-05-11 13:51:03 UTC,温钻石女王,0,2014-11-04 00:00:02 UTC,Wen + diamond queen
815,杨志云,1,-1,2014-05-11 13:52:40 UTC,杨志云,0,2014-11-04 00:00:50 UTC,Yang Zhiyun
816,段伟红,1,-1,2014-05-11 13:54:16 UTC,段伟红,0,2014-11-04 00:01:33 UTC,Duan Weihong
817,戴梦得,1,-1,2014-05-11 13:55:52 UTC,戴梦得,112937,2014-11-04 00:02:19 UTC,Daimengde
818,温太子,1,-1,2014-05-11 13:57:04 UTC,温太子,0,2014-11-04 00:02:41 UTC,Crown Prince Wen
819,温少爷,,590,2014-05-11 13:57:28 UTC,,3093,2014-11-04 00:03:05 UTC,Young Master Wen
820,郑建源,,94,2014-05-11 13:57:52 UTC,,2062,2014-11-04 00:03:29 UTC,Zheng Jianyuan
821,中国卫通,,703,2014-05-11 13:58:16 UTC,,20621,2014-11-04 00:03:54 UTC,China Satellite Communications Corporation
822,创优科技,,284,2014-05-11 13:58:40 UTC,,2069,2014-11-04 00:04:19 UTC,Excellence Science and Technology
823,新天域资本公司,1,-1,2014-05-11 14:01:03 UTC,新天域,0,2014-11-04 00:04:43 UTC,New Horizon Capital
824,帝国+分裂,,256,2014-05-11 14:01:28 UTC,,101105,2014-11-04 00:05:29 UTC,empire + break apart
825,泸州交警,,133494,2014-05-11 14:01:54 UTC,,69086,2014-11-04 00:06:20 UTC,Luzhou traffic police
826,泸州+骚乱,,39,2014-05-11 14:02:17 UTC,,214,2014-11-04 00:07:04 UTC,Luzhou + riot
827,泸州+民愤,,35,2014-05-11 14:02:43 UTC,,501,2014-11-04 00:07:53 UTC,Luzhou + public anger
828,保卫斯巴达,,26368,2014-05-11 14:03:08 UTC,,10579,2014-11-04 00:08:46 UTC,defend Sparta
829,双开,,82763689,2014-05-11 14:03:33 UTC,,1301431,2014-11-04 00:09:39 UTC,double expulsion
830,支持+薄,,703,2014-05-11 14:03:57 UTC,,12398311,2014-11-04 00:10:26 UTC,support + Bo
831,拥护+薄,1,-1,2014-05-11 14:05:14 UTC,拥护薄,0,2014-11-04 00:11:14 UTC,endorse + Bo
832,挺+薄,,56080,2014-05-11 14:05:38 UTC,,80490,2014-11-04 00:12:02 UTC,endure + Bo
833,18大+薄,,134,2014-05-11 14:06:02 UTC,,18558,2014-11-04 00:12:49 UTC,18big + Bo
834,十八（大）+薄,,293357,2014-05-11 14:06:26 UTC,,196988,2014-11-04 00:13:14 UTC,Eighteen (Big) + Bo
835,重庆+薄,,952,2014-05-11 14:06:50 UTC,,2731521,2014-11-04 00:13:39 UTC,Chongqing + Bo
836,王立军+薄,,346122,2014-05-11 14:07:15 UTC,,351648,2014-11-04 00:14:06 UTC,Wang Lijun + Bo
837,入常,,2897244,2014-05-11 14:07:39 UTC,,137257,2014-11-04 00:14:56 UTC,enter Standing Committee
838,逼宫,,670865,2014-05-11 14:08:03 UTC,,434386,2014-11-04 00:15:49 UTC,force the king to abdicate
839,胡德平,,225,2014-05-11 14:08:28 UTC,,509824,2014-11-04 00:16:34 UTC,Hu Deping
840,刁哥,1,-1,2014-05-11 14:09:40 UTC,刁哥,0,2014-11-04 00:17:21 UTC,Brother Sly
841,坐轮椅出来,,232376,2014-05-11 14:10:04 UTC,,37133,2014-11-04 00:18:10 UTC,come out in a wheelchair
842,北京+乱,,4481329,2014-05-11 14:10:28 UTC,,4004780,2014-11-04 00:18:58 UTC,Beijing + chaos
843,库车,,388,2014-05-11 14:10:52 UTC,,541610,2014-11-04 00:19:50 UTC,Kuqa
844,婊叔,,115364,2014-05-11 14:11:17 UTC,,14440,2014-11-04 00:20:39 UTC,Prostitute Uncle
845,李金（柱）,,29,2014-05-11 14:11:41 UTC,,78,2014-11-04 00:21:27 UTC,Li Jin(zhu)
846,（李）金柱,,410367,2014-05-11 14:15:43 UTC,,105175,2014-11-04 00:22:15 UTC,(Li) Jinzhu
847,表哥,,20103283,2014-05-11 14:16:12 UTC,,13552276,2014-11-04 00:22:41 UTC,Watch Brother
848,表叔,,3561682,2014-05-11 14:16:49 UTC,,1945966,2014-11-04 00:23:06 UTC,Watch Uncle
849,李省长,,103833,2014-05-11 14:17:27 UTC,,32997,2014-11-04 00:23:30 UTC,Governor Li
850,李副省长,,487,2014-05-11 14:17:55 UTC,,11341,2014-11-04 00:23:56 UTC,Vice Governor Li
851,反日,,4514337,2014-05-11 14:18:21 UTC,,2488406,2014-11-04 00:24:20 UTC,anti-Japan
852,抗日,,36239162,2014-05-11 14:18:48 UTC,,22839122,2014-11-04 00:24:45 UTC,anti-Japan
853,砸+车,,13277893,2014-05-11 14:19:16 UTC,,12032027,2014-11-04 00:25:09 UTC,smash + car
854,打砸,,19306242,2014-05-11 14:19:43 UTC,,4151811,2014-11-04 00:25:34 UTC,smash + car
855,吴龙,,26372,2014-05-11 14:20:15 UTC,,43319,2014-11-04 00:26:02 UTC,Wu Long
856,打砸抢,,4661126,2014-05-11 14:20:59 UTC,,2291217,2014-11-04 00:26:54 UTC,"beating, smashing and looting"
857,暴徒,,10123773,2014-05-11 14:22:02 UTC,,7075835,2014-11-04 00:27:48 UTC,thug
858,封校,,367592,2014-05-11 14:22:36 UTC,,242315,2014-11-04 00:28:37 UTC,school closure
859,亮马桥,,354374,2014-05-11 14:23:03 UTC,,226930,2014-11-04 00:29:27 UTC,Liangmaqiao
860,焦国标,1,-1,2014-05-11 14:24:22 UTC,焦国标,0,2014-11-04 00:30:15 UTC,Jiao Guobiao
861,王+成都,,8565871,2014-05-11 14:24:48 UTC,,5605856,2014-11-04 00:31:05 UTC,Wang + Chengdu
862,肝癌,,9646600,2014-05-11 14:25:19 UTC,,6591481,2014-11-04 00:31:53 UTC,liver cancer
863,背伤,,217557,2014-05-11 14:26:15 UTC,,148546,2014-11-04 00:32:44 UTC,back injury
864,皇储,,19798,2014-05-11 14:26:43 UTC,,29966,2014-11-04 00:33:35 UTC,crown prince
865,储君,,36271,2014-05-11 14:27:15 UTC,,24811,2014-11-04 00:34:24 UTC,crown prince
866,X近平,1,-1,2014-05-11 14:29:21 UTC,X近平,0,2014-11-04 00:34:45 UTC,XJinping
867,jinping,1,-1,2014-05-11 14:29:44 UTC,jinping,0,2014-11-04 00:35:06 UTC,jinping
868,近平+车祸,1,-1,2014-05-11 14:31:25 UTC,近平车祸,0,2014-11-04 00:35:26 UTC,Jinping + car accident
869,国强+车祸,,152,2014-05-11 14:31:51 UTC,,829,2014-11-04 00:35:50 UTC,Guoqiang + car accident
870,HeGuoqiang,1,-1,2014-05-11 14:32:17 UTC,HeGuoqiang,0,2014-11-04 00:36:12 UTC,HeGuoqiang
871,百鸡王,1,-1,2014-05-11 14:33:55 UTC,百鸡王,0,2014-11-04 00:36:33 UTC,King of the Hundred Chickens
872,国民教育,,2259656,2014-05-11 14:34:20 UTC,,962325,2014-11-04 00:36:56 UTC,national education
873,国教科,,77460,2014-05-11 14:34:48 UTC,,40230,2014-11-04 00:37:21 UTC,national education course
874,政府总部,,726,2014-05-11 14:35:16 UTC,,696181,2014-11-04 00:37:45 UTC,central government offices
875,政总,,908049,2014-05-11 14:35:48 UTC,,41254,2014-11-04 00:38:09 UTC,central government offices
876,罢课,,794412,2014-05-11 14:36:46 UTC,,173442,2014-11-04 00:38:32 UTC,student strike
877,鱼素鸡,1,-1,2014-05-11 14:38:04 UTC,鱼素鸡,0,2014-11-04 00:38:53 UTC,FIsh Veggie Chicken
878,学民思潮,,993,2014-05-11 14:38:29 UTC,,0,2014-11-04 00:39:14 UTC,Scholarism
879,双规,,4446827,2014-05-11 14:38:56 UTC,,2488406,2014-11-04 00:39:39 UTC,dual designation
880,捅鸡局,1,-1,2014-05-11 14:41:09 UTC,捅鸡局,0,2014-11-04 00:40:00 UTC,Bureau of Dicking Around
881,赵天韶,1,-1,2014-05-11 14:42:45 UTC,赵天韶,0,2014-11-04 00:40:21 UTC,Zhao Tianshao
882,顾纪祥,1,-1,2014-05-11 14:44:27 UTC,顾纪祥,0,2014-11-04 00:40:41 UTC,Gu Jiyang
883,章丽霞,,187,2014-05-11 14:44:55 UTC,,545,2014-11-04 00:41:04 UTC,Zhang Lixia
884,屁民报,1,-1,2014-05-11 14:46:37 UTC,屁民报,0,2014-11-04 00:41:27 UTC,Rabble News
885,P民报,1,-1,2014-05-11 14:48:18 UTC,P民报,0,2014-11-04 00:41:47 UTC,P People News
886,替身,,6162305,2014-05-11 14:48:44 UTC,,4432995,2014-11-04 00:42:11 UTC,stand-in
887,裸照,,7615596,2014-05-11 14:49:13 UTC,,4911956,2014-11-04 00:42:36 UTC,naked photos
888,不雅照,1,-1,2014-05-11 14:50:02 UTC,不雅,0,2014-11-04 00:42:58 UTC,vulgar photos
889,温世珍,,259,2014-05-11 14:50:29 UTC,,5158,2014-11-04 00:43:20 UTC,Wen Shizhen
890,狐瘟,1,-1,2014-05-11 14:51:48 UTC,狐瘟,0,2014-11-04 00:43:41 UTC,fox plague
891,合肥+法院,,547203,2014-05-11 14:52:14 UTC,,381608,2014-11-04 00:44:04 UTC,Hefei + court
892,开庭,,10904903,2014-05-11 14:52:42 UTC,,7827196,2014-11-04 00:44:28 UTC,open court session
893,审理,,11856206,2014-05-11 14:53:10 UTC,,8631484,2014-11-04 00:44:53 UTC,try [a case]
894,范承秀,1,-1,2014-05-11 14:54:53 UTC,范承秀,0,2014-11-04 00:45:15 UTC,Fan Chengxiu
895,毒杀,,1636848,2014-05-11 14:55:19 UTC,,1197661,2014-11-04 00:45:39 UTC,kill with poison
896,bo+guagua,,246,2014-05-11 14:55:57 UTC,,10310,2014-11-04 00:46:03 UTC,bo+guagua
897,领馆,,4049494,2014-05-11 14:56:53 UTC,,2870747,2014-11-04 00:46:27 UTC,consulate
898,经济观察报+查封,,75,2014-05-11 14:57:19 UTC,,353,2014-11-04 00:46:51 UTC,Economic Observer + seize
899,内联网,,1278851,2014-05-11 14:57:46 UTC,,16630,2014-11-04 00:47:16 UTC,intranet
900,卖淫,,11266412,2014-05-11 14:58:13 UTC,,7347286,2014-11-04 00:47:40 UTC,prostitution
901,防火长城,1,-1,2014-05-11 14:59:30 UTC,防火长城,0,2014-11-04 00:48:02 UTC,Great Firewall
902,兲朝,1,-1,2014-05-11 15:00:47 UTC,兲朝,0,2014-11-04 00:48:23 UTC,Celestial Empire
903,邪灵,,1415711,2014-05-11 15:01:11 UTC,,509623,2014-11-04 00:48:47 UTC,evil spirit
904,启冬,,123601,2014-05-11 15:01:40 UTC,,16497,2014-11-04 00:49:12 UTC,Qidong
905,启西,,848720,2014-05-11 15:02:13 UTC,,3543,2014-11-04 00:49:39 UTC,QiWest
906,qi东,,191,2014-05-11 15:03:10 UTC,,5155,2014-11-04 00:50:27 UTC,qiEast
907,起东,,18950419,2014-05-11 15:03:39 UTC,,42319,2014-11-04 00:51:20 UTC,Qidong
908,王子纸业,,159856,2014-05-11 15:04:07 UTC,,23714,2014-11-04 00:52:07 UTC,Oji Paper
909,洗脑,,23989077,2014-05-11 15:04:35 UTC,,17677230,2014-11-04 00:53:01 UTC,brainwashing
910,国家+军队,,4430868,2014-05-11 15:05:10 UTC,,2774410,2014-11-04 00:53:49 UTC,country + army
911,孙建华,,500,2014-05-11 15:05:39 UTC,,103111,2014-11-04 00:54:38 UTC,Sun Jianhua
912,启东,,3817212,2014-05-11 15:06:07 UTC,,1944239,2014-11-04 00:55:29 UTC,Qidong
913,QD,,791,2014-05-11 15:06:34 UTC,,11610802,2014-11-04 00:56:21 UTC,QD
914,Q东,,475,2014-05-11 15:07:02 UTC,,5170,2014-11-04 00:57:12 UTC,QDong
915,启D,,140,2014-05-11 15:07:29 UTC,,950,2014-11-04 00:57:55 UTC,QiD
916,王子造纸,,140081,2014-05-11 15:07:56 UTC,,81453,2014-11-04 00:58:18 UTC,Oji Paper
917,傅政华,1,-1,2014-05-11 15:09:40 UTC,傅政华,0,2014-11-04 00:58:40 UTC,Fu Zhenghua
918,头七,,2149216,2014-05-11 15:10:09 UTC,,1491362,2014-11-04 00:59:04 UTC,first seven days after a death
919,北京+问责,,337844,2014-05-11 15:11:09 UTC,,183023,2014-11-04 00:59:30 UTC,Beijing + assign blame
920,北京民政局,,1521106,2014-05-11 15:11:40 UTC,,70112,2014-11-04 00:59:55 UTC,Beijing Municipal Bureau of Civil Affairs
921,捐你妹,,479590,2014-05-11 15:12:41 UTC,,215247,2014-11-04 01:00:20 UTC,donate my ass
922,南周,,6620642,2014-05-11 15:13:11 UTC,,985882,2014-11-04 01:00:46 UTC,Nan Zhou
923,南方周末,,9174457,2014-05-11 15:13:36 UTC,,5347570,2014-11-04 01:01:16 UTC,Southern Weekend
924,郭,,269988684,2014-05-11 15:14:05 UTC,,183580092,2014-11-04 01:02:03 UTC,Guo
925,金,,1262288708,2014-05-11 15:14:32 UTC,,1149225734,2014-11-04 01:02:56 UTC,Jin
926,龙,,362044515,2014-05-11 15:15:00 UTC,,210745645,2014-11-04 01:03:44 UTC,Long
927,guo,,7666100,2014-05-11 15:15:28 UTC,,5962370,2014-11-04 01:04:35 UTC,guo
928,jin,,17752207,2014-05-11 15:15:56 UTC,,12991881,2014-11-04 01:05:29 UTC,jin
929,long,,30993233,2014-05-11 15:16:27 UTC,,22381981,2014-11-04 01:06:20 UTC,long
930,郭JL,,74,2014-05-11 15:17:24 UTC,,205,2014-11-04 01:07:10 UTC,GuoJL
931,王,,1431780834,2014-05-11 15:18:00 UTC,,1042845632,2014-11-04 01:08:03 UTC,Wang
932,安,,478111913,2014-05-11 15:19:09 UTC,,211447849,2014-11-04 01:08:51 UTC,An
933,顺,,225287406,2014-05-11 15:19:38 UTC,,146284530,2014-11-04 01:09:32 UTC,Shun
934,an,,41021351,2014-05-11 15:20:05 UTC,,30412470,2014-11-04 01:09:57 UTC,an
935,shun,,1061477,2014-05-11 15:20:32 UTC,,848915,2014-11-04 01:10:24 UTC,shun
936,市长,,48820661,2014-05-11 15:21:01 UTC,,29873719,2014-11-04 01:10:58 UTC,mayor
937,通报,,23952074,2014-05-11 15:21:30 UTC,,17746812,2014-11-04 01:11:46 UTC,briefing
938,死亡人数,,5992391,2014-05-11 15:21:58 UTC,,3832469,2014-11-04 01:12:33 UTC,death toll
939,房山+死亡,,171392,2014-05-11 15:22:25 UTC,,91759,2014-11-04 01:13:24 UTC,Fangshan + death
940,北京+死亡,,619,2014-05-11 15:22:53 UTC,,5183507,2014-11-04 01:14:14 UTC,Beijing + death
941,北京+吉林,,881,2014-05-11 15:23:21 UTC,,2070356,2014-11-04 01:15:02 UTC,Beijing + Ji Lin
942,书记+辞职,,524,2014-05-11 15:23:47 UTC,,343457,2014-11-04 01:15:54 UTC,secretary + resign
943,书记+下课,,128566,2014-05-11 15:24:14 UTC,,66013,2014-11-04 01:16:45 UTC,secretary + leave class
944,李士祥,,4945,2014-05-11 15:24:41 UTC,,5159,2014-11-04 01:17:34 UTC,Li Shixiang
945,金龙,,73,2014-05-11 15:25:10 UTC,,9789576,2014-11-04 01:18:20 UTC,Jinlong
946,安顺,,3405539,2014-05-11 15:26:03 UTC,,2366253,2014-11-04 01:19:08 UTC,Anshun
947,张高丽,,113721,2014-05-11 15:26:51 UTC,,144407,2014-11-04 01:19:32 UTC,Zhang Gaoli
948,郭金龙,,31341,2014-05-11 15:27:19 UTC,,49555,2014-11-04 01:19:58 UTC,Guo Jinlong
949,王安顺,,308183,2014-05-11 15:27:46 UTC,,171280,2014-11-04 01:20:23 UTC,Wang Anshun
950,北京+辞职,,778,2014-05-11 15:28:14 UTC,,947626,2014-11-04 01:20:51 UTC,Beijing + resign
951,北京+下台,,405442,2014-05-11 15:28:45 UTC,,275326,2014-11-04 01:21:40 UTC,Beijing + leave office
952,市长+下课,,74170,2014-05-11 15:29:44 UTC,,28882,2014-11-04 01:22:30 UTC,mayor + dismiss
953,市长+下台,,256,2014-05-11 15:30:12 UTC,,138353,2014-11-04 01:23:24 UTC,mayor + leave office
954,市长+辞职,,652,2014-05-11 15:30:41 UTC,,241482,2014-11-04 01:24:15 UTC,mayor + resign
955,正腐,1,-1,2014-05-11 15:32:00 UTC,正腐,0,2014-11-04 01:25:01 UTC,govern-rot
956,胡,,202044371,2014-05-11 15:32:27 UTC,,134927827,2014-11-04 01:25:50 UTC,Hu
957,HU主,,85706,2014-05-11 15:32:55 UTC,,77392,2014-11-04 01:26:41 UTC,HUzhu
958,刘淇+吉林,,36,2014-05-11 15:33:22 UTC,,54,2014-11-04 01:27:30 UTC,Liu Qi + Jilin
959,刘淇+长白山,,10,2014-05-11 15:33:48 UTC,,12,2014-11-04 01:28:17 UTC,Liu Qi + Changbaishan
960,刘淇+封山,1,-1,2014-05-11 15:35:25 UTC,刘淇封山,0,2014-11-04 01:28:59 UTC,Liu Qi + close off a mountain
961,刘淇+围堵,1,-1,2014-05-11 15:37:03 UTC,刘淇围堵,0,2014-11-04 01:29:19 UTC,Liu Qi + encircle
962,天池,,4545684,2014-05-11 15:37:28 UTC,,3388030,2014-11-04 01:29:43 UTC,Heaven Lake
963,温+总理,,380,2014-05-11 15:37:56 UTC,,1455906,2014-11-04 01:30:07 UTC,Wen + Premier
964,蓟县,,1883872,2014-05-11 15:38:24 UTC,,1025350,2014-11-04 01:30:33 UTC,Ji County
965,孤立事件,,441681,2014-05-11 15:38:52 UTC,,108322,2014-11-04 01:30:59 UTC,isolated incident
966,奸相,,29676,2014-05-11 15:39:20 UTC,,24843,2014-11-04 01:31:24 UTC,leader who brings down the country by abusing his power
967,习,,5458031,2014-05-11 15:39:48 UTC,,8061328,2014-11-04 01:31:49 UTC,Xi
968,XI,,1124056,2014-05-11 15:40:17 UTC,,2223171,2014-11-04 01:32:14 UTC,XI
969,XJP,1,-1,2014-05-11 15:40:43 UTC,XJP,0,2014-11-04 01:32:36 UTC,XJP
970,国家主席,,613301,2014-05-11 15:41:09 UTC,,532774,2014-11-04 01:32:59 UTC,President [of the Nation]
971,彭博,,285,2014-05-11 15:41:38 UTC,,1047269,2014-11-04 01:33:24 UTC,Bloomberg
972,Bloomberg,,214294,2014-05-11 15:42:06 UTC,,159003,2014-11-04 01:33:49 UTC,Bloomberg
973,齐桥桥,1,-1,2014-05-11 15:43:48 UTC,齐桥桥,0,2014-11-04 01:34:11 UTC,Qi Qiaoqiao
974,齐安安,1,-1,2014-05-11 15:45:28 UTC,齐安安,0,2014-11-04 01:34:31 UTC,Qi An'an
975,邓家贵,1,-1,2014-05-11 15:47:12 UTC,邓家贵,0,2014-11-04 01:34:51 UTC,Deng Jiagui
976,吴龙,,26372,2014-05-11 15:47:38 UTC,,43319,2014-11-04 01:35:15 UTC,Wu Long
977,张燕南,1,-1,2014-05-11 15:49:21 UTC,张燕南,0,2014-11-04 01:35:37 UTC,Zhang Yannan
978,北京+合康,,164,2014-05-11 15:49:47 UTC,,499,2014-11-04 01:36:00 UTC,Beijing + Hiconics
979,新邮通,,644,2014-05-11 15:50:14 UTC,,5156,2014-11-04 01:36:29 UTC,New Postcom
980,江西稀土,,47793,2014-05-11 15:50:41 UTC,,38200,2014-11-04 01:37:21 UTC,Jiangxi Rare Earths
981,七一+上街,,395,2014-05-11 15:51:08 UTC,,6186,2014-11-04 01:38:17 UTC,July 1 + take to the streets
982,七一+示威,,107,2014-05-11 15:51:35 UTC,,987,2014-11-04 01:39:01 UTC,July 1 + march
983,you行,1,-1,2014-05-11 15:52:52 UTC,you行,0,2014-11-04 01:39:47 UTC,youGO
984,维多利亚,,178,2014-05-11 15:53:18 UTC,,7428024,2014-11-04 01:40:38 UTC,Victoria
985,铜锣湾,,7925908,2014-05-11 15:53:45 UTC,,5100733,2014-11-04 01:41:24 UTC,Causeway Bay
986,沦陷,,17167779,2014-05-11 15:54:13 UTC,,11746794,2014-11-04 01:42:15 UTC,fall into enemy hands
987,大话精,,500,2014-05-11 15:54:41 UTC,,132035,2014-11-04 01:43:04 UTC,Big Liar
988,梁振英,,2018841,2014-05-11 15:55:09 UTC,,1326603,2014-11-04 01:43:51 UTC,Leung Chun-ying
989,港共,1,-1,2014-05-11 15:56:29 UTC,港共,0,2014-11-04 01:44:33 UTC,Hong Kong Communist Party
990,沙溪,,2370216,2014-05-11 15:56:55 UTC,,1552526,2014-11-04 01:44:58 UTC,Shaxi
